"1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
44872,49391,49839,58659,60795,64087,63795,62028,65229,95750,99485,101171,102280,98801,96467,103059,115845,126966,134240,163005,144489,132602,115805,82518,90631,102436,94514,116197
