"1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
39074,38518,35705,34091,32141,33009,35023,36586,38118,44908,45418,45294,39240,48853,51179,51747,50715,51237,55830,45878,45620,46981,47718,48937,48284,50592,73434,86449
